,TrainA,TrainB,TrainC,TrainHC,Crews,Crew Wages,Demurrage Fees,Total Cost
7305,11,10,6,13,2,360000,270000,630000
7306,15,12,7,-1,2,264000,15000,279000
7307,17,7,11,-1,1,216000,0,216000
7308,19,17,6,-1,2,234000,0,234000
7309,8,11,10,-1,2,258000,15000,273000
7310,20,8,18,-1,2,189000,0,189000
7311,15,10,18,-1,2,225000,0,225000
7312,15,6,18,12,2,360000,90000,450000
7313,9,10,20,-1,2,264000,15000,279000
7314,14,16,11,-1,2,258000,0,258000
7315,11,19,14,-1,2,216000,0,216000
7316,20,9,18,-1,2,243000,0,243000
7317,9,5,7,-1,2,288000,15000,303000
7318,20,9,17,-1,2,180000,0,180000
7319,15,7,16,11,2,360000,120000,480000
7320,9,11,7,-1,2,300000,30000,330000
7321,6,10,19,-1,1,198000,0,198000
7322,13,18,19,-1,2,201000,15000,216000
7323,19,18,17,-1,2,225000,30000,255000
7324,18,8,15,-1,2,264000,15000,279000
7325,14,15,17,-1,2,243000,30000,273000
7326,19,13,17,11,2,372000,60000,432000
7327,13,14,14,-1,2,255000,15000,270000
7328,10,9,20,-1,2,201000,15000,216000
7329,16,8,13,-1,2,234000,0,234000
7330,8,15,14,-1,2,246000,15000,261000
7331,19,16,9,-1,2,216000,0,216000
7332,20,19,10,-1,2,228000,15000,243000
7333,15,11,8,12,2,372000,165000,537000
7334,19,6,8,-1,2,264000,15000,279000
7335,5,19,12,-1,1,216000,0,216000
7336,15,5,16,-1,2,264000,15000,279000
7337,7,12,7,-1,1,189000,0,189000
7338,5,10,12,-1,2,207000,0,207000
7339,19,15,8,-1,1,162000,0,162000
7340,17,7,9,11,2,384000,300000,684000
7341,17,9,12,-1,2,252000,0,252000
7342,9,17,11,-1,2,243000,0,243000
7343,6,8,11,-1,2,252000,0,252000
7344,6,7,13,-1,2,237000,15000,252000
7345,5,6,16,-1,2,246000,15000,261000
7346,18,8,15,-1,2,198000,0,198000
7347,10,14,13,12,2,348000,135000,483000
7348,20,19,5,-1,2,264000,15000,279000
7349,11,15,14,-1,2,249000,15000,264000
7350,20,9,14,-1,1,198000,0,198000
7351,19,8,12,-1,1,216000,0,216000
7352,6,5,17,-1,2,264000,15000,279000
7353,5,10,12,-1,2,252000,0,252000
7354,18,12,9,13,2,336000,60000,396000
7355,9,5,13,-1,2,288000,30000,318000
7356,10,13,18,-1,2,198000,0,198000
7357,8,18,6,-1,2,252000,0,252000
7358,6,15,13,-1,2,243000,0,243000
7359,9,8,18,-1,2,219000,15000,234000
7360,5,20,10,-1,1,216000,0,216000
7361,12,15,17,12,2,312000,0,312000
7362,8,19,10,-1,2,225000,0,225000
7363,19,9,18,-1,2,219000,15000,234000
7364,17,15,10,-1,2,225000,0,225000
7365,20,13,16,-1,2,198000,0,198000
7366,19,10,14,-1,1,216000,0,216000
7367,17,10,16,-1,2,264000,15000,279000
7368,11,7,5,12,2,384000,285000,669000
7369,16,7,8,-1,2,264000,15000,279000
7370,11,10,5,-1,2,276000,30000,306000
7371,10,17,13,-1,2,189000,0,189000
7372,8,13,10,-1,2,252000,0,252000
7373,5,14,6,-1,2,264000,15000,279000
7374,10,7,19,-1,2,207000,0,207000
7375,20,13,19,12,2,336000,45000,381000
7376,11,8,6,-1,2,312000,45000,357000
7377,19,20,10,-1,2,201000,15000,216000
7378,6,14,5,-1,2,264000,15000,279000
7379,13,18,7,-1,1,198000,0,198000
7380,20,9,16,-1,1,198000,0,198000
7381,13,12,19,-1,2,237000,15000,252000
7382,5,9,6,13,2,408000,325000,733000
7383,13,6,12,-1,2,276000,30000,306000
7384,7,14,10,-1,2,243000,0,243000
7385,12,15,17,-1,2,213000,0,213000
7386,12,20,10,-1,2,234000,0,234000
7387,17,10,6,-1,1,216000,0,216000
7388,12,19,8,-1,1,207000,0,207000
7389,5,18,10,12,2,360000,300000,660000
7390,6,7,5,-1,2,336000,120000,456000
7391,18,11,17,-1,2,192000,15000,207000
7392,9,13,12,-1,2,267000,15000,282000
7393,20,5,9,-1,1,216000,0,216000
7394,9,17,6,-1,2,243000,0,243000
7395,16,5,14,-1,2,234000,0,234000
7396,18,14,5,11,2,336000,30000,366000
7397,5,11,18,-1,1,216000,0,216000
7398,12,9,11,-1,2,276000,15000,291000
7399,8,13,19,-1,1,180000,0,180000
7400,16,15,11,-1,2,237000,15000,252000
7401,15,5,9,-1,2,252000,15000,267000
7402,6,7,9,-1,2,279000,30000,309000
7403,6,7,11,12,2,360000,90000,450000
7404,7,14,19,-1,1,216000,0,216000
7405,15,18,5,-1,2,252000,0,252000
7406,8,14,6,-1,2,243000,0,243000
7407,20,14,9,-1,1,162000,0,162000
7408,16,17,6,-1,2,264000,15000,279000
7409,16,14,6,-1,2,252000,0,252000
7410,5,13,16,11,2,336000,45000,381000
7411,16,15,17,-1,2,234000,30000,264000
7412,16,9,14,-1,2,252000,0,252000
7413,6,14,20,-1,1,216000,0,216000
7414,7,8,14,-1,2,264000,15000,279000
7415,14,19,10,-1,1,162000,0,162000
7416,7,16,17,-1,2,264000,15000,279000
7417,19,16,18,12,2,336000,45000,381000
7418,20,14,6,-1,1,207000,0,207000
7419,20,6,14,-1,1,216000,0,216000
7420,9,7,11,-1,2,267000,0,267000
7421,9,15,16,-1,2,201000,15000,216000
7422,10,18,14,-1,1,180000,0,180000
7423,17,5,20,-1,2,252000,0,252000
7424,8,11,9,12,2,384000,335000,719000
7425,17,9,12,-1,2,252000,0,252000
7426,8,20,12,-1,1,216000,0,216000
7427,20,14,12,-1,2,225000,0,225000
7428,15,12,11,-1,2,270000,15000,285000
7429,17,14,9,-1,2,225000,0,225000
7430,6,16,13,-1,2,252000,0,252000
7431,5,12,18,11,2,348000,75000,423000
7432,15,9,10,-1,2,264000,15000,279000
7433,17,13,15,-1,2,222000,0,222000
7434,5,18,15,-1,2,252000,0,252000
7435,6,10,11,-1,2,264000,15000,279000
7436,10,18,13,-1,2,189000,0,189000
7437,17,12,8,-1,1,216000,0,216000
7438,8,17,13,12,2,360000,150000,510000
7439,14,5,6,-1,2,324000,60000,384000
7440,8,17,11,-1,2,216000,0,216000
7441,16,13,11,-1,2,207000,0,207000
7442,8,15,14,-1,2,264000,15000,279000
7443,7,11,9,-1,2,258000,0,258000
7444,20,17,19,-1,2,141000,15000,156000
7445,8,20,10,12,2,384000,325000,709000
7446,9,11,10,-1,2,276000,15000,291000
7447,5,18,7,-1,2,225000,0,225000
7448,20,17,11,-1,2,171000,0,171000
7449,18,16,11,-1,2,234000,0,234000
7450,7,13,17,-1,1,216000,0,216000
7451,19,20,7,-1,2,237000,15000,252000
7452,14,20,8,11,2,372000,120000,492000
7453,17,19,8,-1,2,252000,0,252000
7454,8,18,6,-1,2,252000,0,252000
7455,8,14,11,-1,2,234000,0,234000
7456,5,12,9,-1,2,264000,15000,279000
7457,14,8,13,-1,2,219000,15000,234000
7458,9,8,5,-1,2,276000,15000,291000
7459,15,7,16,11,2,324000,30000,354000
7460,9,20,19,-1,2,246000,15000,261000
7461,18,12,5,-1,1,216000,0,216000
7462,13,17,16,-1,2,231000,15000,246000
7463,10,15,9,-1,2,264000,15000,279000
7464,6,19,20,-1,2,219000,15000,234000
7465,6,8,19,-1,2,252000,0,252000
7466,10,6,8,12,2,372000,280000,652000
7467,10,19,5,-1,1,216000,0,216000
7468,9,11,19,-1,2,243000,0,243000
7469,12,18,10,-1,2,216000,0,216000
7470,6,17,11,-1,1,216000,0,216000
7471,6,5,8,-1,2,300000,45000,345000
7472,16,19,14,-1,2,135000,0,135000
7473,6,20,12,13,2,348000,330000,678000
7474,5,18,14,-1,1,216000,0,216000
7475,20,14,18,-1,2,207000,0,207000
7476,19,9,7,-1,2,252000,0,252000
7477,19,9,17,-1,2,243000,0,243000
7478,13,6,16,-1,2,252000,0,252000
7479,20,16,7,-1,1,180000,0,180000
7480,9,15,20,11,2,372000,105000,477000
7481,19,15,18,-1,2,240000,15000,255000
7482,8,6,16,-1,2,264000,15000,279000
7483,17,13,5,-1,1,216000,0,216000
7484,17,6,7,-1,2,264000,15000,279000
7485,10,12,19,-1,2,198000,0,198000
7486,15,17,19,-1,2,204000,0,204000
7487,17,13,18,13,2,324000,30000,354000
7488,20,11,10,-1,2,264000,15000,279000
7489,16,20,7,-1,1,207000,0,207000
7490,16,17,19,-1,2,216000,30000,246000
7491,7,20,19,-1,2,264000,15000,279000
7492,16,7,11,-1,1,216000,0,216000
7493,14,6,11,-1,2,264000,15000,279000
7494,19,17,18,12,2,336000,30000,366000
7495,6,18,10,-1,2,252000,15000,267000
7496,5,20,14,-1,1,216000,0,216000
7497,13,14,20,-1,2,228000,15000,243000
7498,8,19,17,-1,2,252000,0,252000
7499,8,14,16,-1,2,243000,0,243000
7500,12,13,19,-1,2,201000,15000,216000
7501,6,14,16,13,2,348000,150000,498000
7502,7,19,18,-1,2,228000,15000,243000
7503,17,13,19,-1,2,198000,0,198000
7504,14,8,16,-1,2,252000,0,252000
7505,13,9,12,-1,2,258000,15000,273000
7506,9,12,5,-1,2,252000,0,252000
7507,7,19,18,-1,2,201000,15000,216000
7508,9,13,9,11,2,312000,90000,402000
7509,12,13,11,-1,2,252000,30000,282000
7510,6,16,20,-1,1,198000,0,198000
7511,6,8,19,-1,2,252000,0,252000
7512,17,20,20,-1,2,144000,0,144000
7513,18,9,8,-1,2,255000,15000,270000
7514,5,11,11,-1,1,189000,0,189000
7515,16,20,18,11,2,297000,0,297000
7516,7,9,13,-1,2,288000,15000,303000
7517,5,17,19,-1,2,207000,0,207000
7518,20,5,17,-1,2,225000,0,225000
7519,9,11,18,-1,2,234000,0,234000
7520,12,18,16,-1,2,198000,0,198000
7521,12,14,7,-1,2,264000,15000,279000
7522,8,11,5,12,2,372000,280000,652000
7523,6,16,12,-1,2,252000,15000,267000
7524,8,10,16,-1,2,243000,0,243000
7525,18,13,11,-1,2,198000,0,198000
7526,8,6,10,-1,2,288000,15000,303000
7527,10,6,16,-1,1,180000,0,180000
7528,14,17,16,-1,2,204000,15000,219000
7529,12,11,14,13,2,360000,210000,570000
7530,20,7,6,-1,2,252000,0,252000
7531,8,20,10,-1,2,216000,0,216000
7532,16,6,19,-1,2,225000,0,225000
7533,11,18,9,-1,2,225000,0,225000
7534,14,17,11,-1,2,207000,0,207000
7535,5,8,6,-1,2,312000,60000,372000
7536,18,15,12,11,2,327000,45000,372000
7537,19,8,15,-1,1,216000,0,216000
7538,5,6,20,-1,2,264000,15000,279000
7539,12,13,9,-1,2,249000,15000,264000
7540,13,10,9,-1,2,252000,15000,267000
7541,16,15,17,-1,2,189000,30000,219000
7542,8,13,14,-1,2,276000,30000,306000
7543,16,14,17,12,2,348000,60000,408000
7544,19,10,14,-1,1,216000,0,216000
7545,16,19,9,-1,2,252000,0,252000
7546,5,19,15,-1,1,216000,0,216000
7547,19,17,15,-1,2,222000,0,222000
7548,18,15,10,-1,2,252000,0,252000
7549,14,5,6,-1,2,264000,15000,279000
7550,8,14,18,11,2,360000,105000,465000
7551,13,9,11,-1,2,288000,15000,303000
7552,6,14,10,-1,1,198000,0,198000
7553,18,5,17,-1,2,237000,15000,252000
7554,8,13,19,-1,1,198000,0,198000
7555,20,7,13,-1,1,216000,0,216000
7556,19,11,16,-1,2,225000,0,225000
7557,6,14,15,13,2,348000,150000,498000
7558,15,16,7,-1,2,255000,15000,270000
7559,10,19,5,-1,1,207000,0,207000
7560,19,15,7,-1,1,198000,0,198000
7561,5,8,11,-1,2,288000,15000,303000
7562,14,16,11,-1,2,195000,0,195000
7563,8,12,20,-1,1,207000,0,207000
7564,18,5,17,13,2,348000,120000,468000
7565,20,18,8,-1,2,207000,0,207000
7566,17,18,20,-1,2,198000,30000,228000
7567,10,19,14,-1,2,252000,15000,267000
7568,18,5,14,-1,1,216000,0,216000
7569,13,17,5,-1,1,216000,0,216000
7570,6,19,14,-1,1,216000,0,216000
7571,14,16,19,12,2,360000,105000,465000
7572,19,8,10,-1,1,216000,0,216000
7573,15,14,7,-1,2,246000,15000,261000
7574,12,16,10,-1,2,198000,0,198000
7575,14,7,6,-1,2,264000,15000,279000
7576,17,10,18,-1,2,210000,15000,225000
7577,19,16,20,-1,2,195000,15000,210000
7578,20,14,7,11,2,372000,285000,657000
7579,14,15,5,-1,2,264000,15000,279000
7580,15,18,11,-1,2,189000,0,189000
7581,20,8,10,-1,2,252000,0,252000
7582,14,18,9,-1,1,189000,0,189000
7583,6,13,11,-1,2,264000,15000,279000
7584,14,6,8,-1,2,243000,0,243000
7585,9,11,7,12,2,348000,75000,423000
7586,8,13,19,-1,1,216000,0,216000
7587,8,10,14,-1,2,252000,0,252000
7588,9,13,7,-1,2,234000,0,234000
7589,14,15,20,-1,2,174000,15000,189000
7590,18,12,10,-1,2,252000,0,252000
7591,10,17,20,-1,2,234000,0,234000
7592,12,15,11,11,2,324000,60000,384000
7593,15,13,8,-1,2,243000,0,243000
7594,18,5,13,-1,1,216000,0,216000
7595,18,19,11,-1,2,210000,15000,225000
7596,18,14,12,-1,2,216000,0,216000
7597,8,18,7,-1,2,264000,15000,279000
7598,20,5,11,-1,1,216000,0,216000
7599,15,7,13,11,2,360000,135000,495000
7600,17,10,16,-1,2,264000,15000,279000
7601,7,8,18,-1,2,264000,15000,279000
7602,11,12,6,-1,2,246000,15000,261000
7603,7,12,17,-1,1,180000,0,180000
7604,17,13,20,-1,2,198000,0,198000
7605,12,7,20,-1,1,216000,0,216000
7606,13,11,19,13,2,324000,75000,399000
7607,8,10,7,-1,2,312000,60000,372000
7608,9,14,15,-1,2,210000,15000,225000
7609,12,20,7,-1,1,207000,0,207000
7610,14,19,9,-1,1,198000,0,198000
7611,20,10,18,-1,2,243000,0,243000
7612,15,9,17,-1,2,234000,0,234000
7613,14,8,20,11,2,360000,105000,465000
7614,6,11,11,-1,1,216000,0,216000
7615,20,14,11,-1,2,180000,0,180000
7616,7,19,13,-1,1,216000,0,216000
7617,12,14,18,-1,2,225000,0,225000
7618,19,10,17,-1,2,243000,0,243000
7619,17,9,12,-1,2,234000,0,234000
7620,18,14,10,13,2,348000,165000,513000
7621,8,17,6,-1,1,216000,0,216000
7622,18,9,16,-1,2,216000,0,216000
7623,8,11,14,-1,2,234000,0,234000
7624,6,18,11,-1,1,216000,0,216000
7625,8,10,16,-1,2,234000,0,234000
7626,7,19,20,-1,2,210000,15000,225000
7627,14,17,6,11,2,372000,235000,607000
7628,5,16,15,-1,2,264000,15000,279000
7629,16,17,6,-1,2,264000,15000,279000
7630,11,13,12,-1,2,234000,30000,264000
7631,5,6,19,-1,2,264000,15000,279000
7632,13,18,19,-1,2,174000,15000,189000
7633,6,14,7,-1,2,300000,30000,330000
7634,18,12,14,11,2,348000,75000,423000
7635,5,11,18,-1,1,216000,0,216000
7636,19,5,8,-1,2,252000,0,252000
7637,11,13,5,-1,2,252000,0,252000
7638,14,10,11,-1,2,234000,15000,249000
7639,19,5,17,-1,2,216000,0,216000
7640,17,11,9,-1,2,225000,0,225000
7641,18,12,11,13,2,360000,150000,510000
7642,19,15,10,-1,1,216000,0,216000
7643,9,20,15,-1,1,216000,0,216000
7644,11,9,16,-1,2,252000,0,252000
7645,18,17,12,-1,2,228000,15000,243000
7646,9,5,19,-1,1,216000,0,216000
7647,15,7,12,-1,2,264000,15000,279000
7648,13,20,17,12,2,348000,45000,393000
7649,8,5,9,-1,2,312000,90000,402000
7650,14,8,16,-1,2,216000,0,216000
7651,20,6,14,-1,1,207000,0,207000
7652,5,16,6,-1,2,264000,15000,279000
7653,9,12,7,-1,2,216000,0,216000
7654,19,12,14,-1,2,180000,0,180000
7655,11,15,19,13,2,348000,150000,498000
7656,10,13,15,-1,2,252000,0,252000
7657,12,7,18,-1,1,180000,0,180000
7658,18,13,16,-1,2,222000,0,222000
7659,9,20,15,-1,1,216000,0,216000
7660,11,9,17,-1,2,252000,0,252000
7661,11,18,17,-1,2,219000,15000,234000
7662,9,16,6,11,2,384000,300000,684000
7663,12,19,5,-1,1,216000,0,216000
7664,14,20,12,-1,2,243000,0,243000
7665,19,14,18,-1,2,219000,15000,234000
7666,20,6,15,-1,1,216000,0,216000
7667,19,14,11,-1,2,252000,0,252000
7668,16,11,8,-1,2,252000,0,252000
7669,9,14,12,13,2,360000,150000,510000
7670,7,15,10,-1,2,300000,30000,330000
7671,15,19,20,-1,2,183000,15000,198000
7672,10,14,12,-1,2,288000,15000,303000
7673,17,5,15,-1,2,243000,0,243000
7674,12,18,5,-1,1,207000,0,207000
7675,7,19,5,-1,2,243000,0,243000
7676,16,15,6,13,2,324000,45000,369000
7677,10,14,19,-1,1,216000,0,216000
7678,14,16,7,-1,2,252000,0,252000
7679,7,17,20,-1,2,234000,0,234000
7680,13,18,15,-1,2,198000,0,198000
7681,12,20,15,-1,2,234000,0,234000
7682,9,20,10,-1,2,264000,15000,279000
7683,12,10,18,13,2,360000,120000,480000
7684,6,8,7,-1,2,324000,90000,414000
7685,17,15,16,-1,2,180000,30000,210000
7686,15,6,14,-1,2,264000,15000,279000
7687,10,11,12,-1,2,261000,30000,291000
7688,5,6,19,-1,2,255000,15000,270000
7689,19,15,5,-1,1,180000,0,180000
7690,16,18,20,12,2,336000,30000,366000
7691,18,16,19,-1,2,201000,15000,216000
7692,7,13,17,-1,1,216000,0,216000
7693,15,13,17,-1,2,240000,0,240000
7694,16,8,11,-1,2,252000,0,252000
7695,18,10,19,-1,2,228000,15000,243000
7696,6,15,14,-1,2,264000,15000,279000
7697,13,17,11,12,2,348000,135000,483000
7698,17,20,7,-1,2,252000,0,252000
7699,18,7,20,-1,2,234000,0,234000
7700,10,11,14,-1,2,261000,15000,276000
7701,14,5,13,-1,2,264000,15000,279000
7702,7,10,15,-1,2,207000,0,207000
7703,19,14,16,-1,2,171000,0,171000
7704,15,16,14,13,2,348000,150000,498000
7705,9,16,8,-1,2,264000,15000,279000
7706,12,13,6,-1,2,255000,15000,270000
7707,6,8,9,-1,2,249000,15000,264000
7708,13,6,9,-1,2,207000,0,207000
7709,14,11,5,-1,2,243000,0,243000
7710,19,5,15,-1,1,180000,0,180000
7711,16,14,11,12,2,360000,165000,525000
7712,18,7,15,-1,2,264000,15000,279000
7713,17,16,19,-1,2,225000,30000,255000
7714,15,7,11,-1,2,264000,30000,294000
7715,10,16,9,-1,2,246000,15000,261000
7716,18,12,13,-1,2,210000,15000,225000
7717,6,18,11,-1,1,216000,0,216000
7718,16,12,5,13,2,348000,320000,668000
7719,10,20,7,-1,2,252000,0,252000
7720,9,17,8,-1,2,237000,15000,252000
7721,18,13,8,-1,1,189000,0,189000
7722,8,10,19,-1,2,252000,0,252000
7723,17,12,6,-1,1,207000,0,207000
7724,14,5,10,-1,1,216000,0,216000
7725,7,10,17,13,2,372000,170000,542000
7726,5,9,13,-1,2,288000,30000,318000
7727,16,17,11,-1,2,201000,15000,216000
7728,11,12,16,-1,2,237000,15000,252000
7729,20,13,11,-1,2,225000,0,225000
7730,6,14,9,-1,2,252000,0,252000
7731,15,17,19,-1,2,195000,0,195000
7732,17,9,19,12,2,360000,195000,555000
7733,19,13,15,-1,2,198000,0,198000
7734,10,18,7,-1,2,252000,0,252000
7735,13,15,10,-1,2,258000,0,258000
7736,19,13,9,-1,1,189000,0,189000
7737,17,10,14,-1,2,243000,0,243000
7738,6,20,8,-1,2,252000,0,252000
7739,9,5,19,11,2,348000,230000,578000
7740,13,16,19,-1,2,225000,0,225000
7741,17,13,8,-1,2,252000,15000,267000
7742,10,17,19,-1,2,234000,0,234000
7743,8,8,14,-1,1,207000,0,207000
7744,14,15,5,-1,2,210000,15000,225000
7745,16,20,14,-1,2,153000,0,153000
7746,13,10,20,12,2,360000,195000,555000
7747,7,15,12,-1,2,252000,0,252000
7748,12,8,10,-1,2,249000,0,249000
7749,6,17,20,-1,2,198000,0,198000
7750,6,15,7,-1,2,264000,15000,279000
7751,15,14,10,-1,2,210000,15000,225000
7752,17,15,6,-1,2,252000,0,252000
7753,16,17,9,12,2,348000,90000,438000
7754,11,5,18,-1,1,216000,0,216000
7755,14,15,9,-1,2,264000,15000,279000
7756,5,8,19,-1,2,252000,0,252000
7757,5,17,12,-1,1,216000,0,216000
7758,19,7,18,-1,2,219000,15000,234000
7759,5,17,15,-1,2,252000,0,252000
7760,16,13,11,13,2,300000,60000,360000
7761,16,20,5,-1,1,189000,0,189000
7762,8,5,16,-1,2,252000,0,252000
7763,11,6,10,-1,2,264000,15000,279000
7764,10,16,8,-1,2,207000,0,207000
7765,18,6,5,-1,2,264000,15000,279000
7766,8,12,9,-1,2,234000,15000,249000
7767,15,9,16,13,2,324000,45000,369000
7768,13,8,10,-1,2,288000,15000,303000
7769,17,19,5,-1,2,207000,0,207000
7770,17,7,5,-1,2,252000,0,252000
7771,13,8,5,-1,2,234000,0,234000
7772,13,7,19,-1,1,180000,0,180000
7773,15,16,20,-1,2,192000,15000,207000
7774,16,14,5,13,2,348000,345000,693000
7775,19,16,20,-1,2,213000,15000,228000
7776,17,6,7,-1,2,276000,30000,306000
7777,20,17,15,-1,2,189000,0,189000
7778,16,13,10,-1,2,288000,15000,303000
7779,14,5,10,-1,2,252000,15000,267000
7780,16,8,14,-1,2,216000,0,216000
7781,8,5,9,12,2,372000,295000,667000
7782,13,20,10,-1,2,243000,0,243000
7783,11,17,7,-1,1,216000,0,216000
7784,20,14,16,-1,2,198000,0,198000
7785,14,11,17,-1,2,252000,0,252000
7786,9,13,5,-1,2,264000,30000,294000
7787,20,16,16,-1,1,117000,0,117000
7788,5,7,15,12,2,384000,225000,609000
7789,6,19,13,-1,1,216000,0,216000
7790,7,12,5,-1,2,300000,30000,330000
7791,6,7,5,-1,2,270000,30000,300000
7792,10,17,14,-1,2,162000,0,162000
7793,17,11,16,-1,2,237000,15000,252000
7794,10,12,17,-1,2,234000,0,234000
7795,16,13,17,12,2,360000,90000,450000
7796,12,10,17,-1,2,252000,0,252000
7797,17,12,11,-1,2,237000,15000,252000
7798,17,20,15,-1,2,189000,0,189000
7799,14,18,8,-1,2,252000,15000,267000
7800,6,16,12,-1,2,252000,15000,267000
7801,12,7,17,-1,1,207000,0,207000
7802,12,7,17,11,2,360000,120000,480000
7803,15,8,10,-1,2,288000,15000,303000
7804,18,11,6,-1,1,207000,0,207000
7805,6,13,16,-1,2,252000,0,252000
7806,5,14,7,-1,2,243000,0,243000
7807,11,12,13,-1,2,207000,30000,237000
7808,11,20,10,-1,2,228000,15000,243000
7809,10,13,11,12,2,372000,210000,582000
7810,14,5,8,-1,2,300000,30000,330000
7811,8,7,10,-1,2,270000,30000,300000
7812,12,7,14,-1,2,207000,0,207000
7813,16,10,6,-1,1,198000,0,198000
7814,8,9,19,-1,2,246000,15000,261000
7815,12,11,9,-1,2,240000,15000,255000
7816,20,19,15,11,2,312000,30000,342000
7817,19,16,20,-1,2,201000,15000,216000
7818,8,13,15,-1,2,252000,0,252000
7819,9,20,14,-1,1,189000,0,189000
7820,15,19,13,-1,2,216000,0,216000
7821,18,17,9,-1,2,264000,15000,279000
7822,13,11,16,-1,2,216000,0,216000
7823,17,20,15,13,2,348000,60000,408000
7824,12,19,18,-1,2,219000,15000,234000
7825,7,8,15,-1,2,264000,15000,279000
7826,9,10,8,-1,2,252000,30000,282000
7827,13,12,17,-1,2,183000,15000,198000
7828,20,9,19,-1,2,246000,15000,261000
7829,6,11,12,-1,2,276000,30000,306000
7830,7,18,15,12,2,336000,30000,366000
7831,10,9,6,-1,2,300000,45000,345000
7832,12,10,8,-1,2,240000,0,240000
7833,7,20,13,-1,1,180000,0,180000
7834,18,12,15,-1,2,207000,0,207000
7835,16,12,14,-1,2,258000,0,258000
7836,11,20,19,-1,2,228000,15000,243000
7837,6,8,14,11,2,384000,225000,609000
7838,7,19,14,-1,1,216000,0,216000
7839,13,17,11,-1,2,243000,0,243000
7840,11,19,5,-1,1,216000,0,216000
7841,10,15,16,-1,2,246000,15000,261000
7842,6,17,18,-1,2,246000,15000,261000
7843,19,12,9,-1,2,225000,0,225000
7844,9,6,8,12,2,384000,300000,684000
7845,14,8,15,-1,2,264000,15000,279000
7846,6,10,7,-1,2,288000,15000,303000
7847,16,20,5,-1,1,153000,0,153000
7848,12,13,9,-1,2,267000,15000,282000
7849,19,18,7,-1,2,219000,15000,234000
7850,11,11,7,-1,1,207000,0,207000
7851,18,5,14,11,2,288000,0,288000
7852,14,11,20,-1,2,243000,0,243000
7853,15,8,13,-1,2,252000,0,252000
7854,5,14,18,-1,1,216000,0,216000
7855,20,11,13,-1,2,207000,0,207000
7856,8,17,19,-1,2,243000,0,243000
7857,8,17,20,-1,2,225000,0,225000
7858,13,5,15,12,2,360000,150000,510000
7859,17,5,16,-1,2,264000,15000,279000
7860,18,16,10,-1,2,234000,0,234000
7861,11,10,15,-1,2,237000,15000,252000
7862,17,6,9,-1,2,252000,0,252000
7863,5,15,13,-1,2,252000,0,252000
7864,18,19,12,-1,2,174000,15000,189000
7865,6,17,11,13,2,348000,315000,663000
7866,16,13,6,-1,2,252000,0,252000
7867,19,11,7,-1,1,189000,0,189000
7868,11,20,10,-1,2,237000,15000,252000
7869,14,9,17,-1,2,234000,0,234000
7870,5,6,7,-1,2,300000,45000,345000
7871,17,13,8,-1,1,153000,0,153000
7872,14,7,20,12,2,360000,75000,435000
7873,14,20,5,-1,1,216000,0,216000
7874,12,8,7,-1,2,324000,60000,384000
7875,6,12,7,-1,2,246000,15000,261000
7876,10,17,18,-1,2,201000,15000,216000
7877,7,19,9,-1,2,252000,0,252000
7878,8,6,9,-1,2,258000,15000,273000
7879,18,9,6,12,2,336000,15000,351000
7880,13,8,9,-1,2,264000,15000,279000
7881,13,11,9,-1,2,240000,0,240000
7882,9,16,10,-1,2,219000,15000,234000
7883,14,6,10,-1,1,216000,0,216000
7884,15,8,19,-1,1,198000,0,198000
7885,20,19,17,-1,2,195000,15000,210000
7886,17,10,8,11,2,384000,345000,729000
7887,14,17,19,-1,2,216000,0,216000
7888,20,6,17,-1,2,234000,0,234000
7889,8,20,12,-1,1,207000,0,207000
7890,5,19,8,-1,2,252000,0,252000
7891,19,8,10,-1,2,234000,0,234000
7892,13,10,20,-1,2,207000,0,207000
7893,19,20,14,12,2,336000,60000,396000
7894,17,13,20,-1,2,198000,0,198000
7895,12,19,11,-1,2,264000,15000,279000
7896,7,20,16,-1,1,216000,0,216000
7897,20,6,18,-1,2,234000,0,234000
7898,6,16,18,-1,2,243000,0,243000
7899,8,18,12,-1,1,189000,0,189000
7900,13,5,11,13,2,312000,240000,552000
7901,6,9,17,-1,2,252000,0,252000
7902,8,13,10,-1,2,234000,0,234000
7903,18,10,16,-1,2,207000,0,207000
7904,5,15,14,-1,2,264000,15000,279000
7905,16,9,11,-1,2,207000,0,207000
7906,13,10,12,-1,2,240000,15000,255000
7907,20,13,11,12,2,348000,105000,453000
7908,12,6,8,-1,2,312000,45000,357000
7909,16,18,20,-1,2,159000,0,159000
7910,18,12,15,-1,2,243000,0,243000
7911,10,13,11,-1,2,288000,30000,318000
7912,7,11,15,-1,1,198000,0,198000
7913,5,7,15,-1,2,252000,0,252000
7914,7,17,12,11,2,348000,75000,423000
7915,7,8,18,-1,2,264000,15000,279000
7916,11,15,18,-1,2,207000,0,207000
7917,13,17,15,-1,2,240000,0,240000
7918,20,19,18,-1,2,186000,30000,216000
7919,11,13,5,-1,2,252000,0,252000
7920,18,13,19,-1,2,174000,15000,189000
7921,8,20,16,13,2,348000,205000,553000
7922,14,10,13,-1,2,249000,15000,264000
7923,6,14,15,-1,2,264000,15000,279000
7924,10,20,13,-1,2,189000,0,189000
7925,10,18,7,-1,2,252000,0,252000
7926,17,7,16,-1,2,246000,15000,261000
7927,19,18,12,-1,2,201000,15000,216000
7928,14,9,16,13,2,348000,150000,498000
