,TrainA,TrainB,TrainC,TrainHC,Crews,Crew Wages,Demurrage Fees,Total Cost
2451,9,20,16,-1,1,216000,0,216000
2452,16,12,7,-1,2,252000,15000,267000
2453,16,16,19,-1,2,171000,0,171000
2454,15,16,14,12,2,348000,75000,423000
2455,11,9,13,-1,2,288000,15000,303000
2456,15,8,16,-1,2,237000,15000,252000
2457,9,12,5,-1,2,252000,0,252000
2458,8,15,12,-1,2,207000,0,207000
2459,12,6,16,-1,1,216000,0,216000
2460,6,7,11,-1,2,264000,15000,279000
2461,18,19,13,11,2,336000,30000,366000
2462,6,7,9,-1,2,312000,60000,372000
2463,7,8,15,-1,2,228000,15000,243000
2464,5,7,15,-1,2,243000,0,243000
2465,20,18,19,-1,2,132000,30000,162000
2466,14,10,11,-1,2,252000,0,252000
2467,14,16,13,-1,2,207000,30000,237000
2468,20,6,12,11,2,372000,205000,577000
2469,17,13,14,-1,2,270000,15000,285000
2470,18,17,13,-1,2,219000,15000,234000
2471,7,8,13,-1,2,300000,30000,330000
2472,15,8,17,-1,2,216000,0,216000
2473,8,18,16,-1,2,225000,0,225000
2474,7,16,13,-1,2,234000,0,234000
2475,20,13,5,13,2,264000,0,264000
2476,5,18,20,-1,2,243000,0,243000
2477,13,14,8,-1,2,255000,15000,270000
2478,9,13,8,-1,2,237000,15000,252000
2479,8,18,9,-1,2,237000,15000,252000
2480,10,6,5,-1,2,264000,15000,279000
2481,7,10,12,-1,2,231000,0,231000
2482,20,18,12,11,2,324000,30000,354000
2483,11,20,5,-1,1,216000,0,216000
2484,6,14,18,-1,1,216000,0,216000
2485,20,6,5,-1,2,276000,30000,306000
2486,10,14,11,-1,2,252000,15000,267000
2487,20,14,13,-1,2,192000,15000,207000
2488,12,16,11,-1,2,255000,15000,270000
2489,19,11,15,13,2,348000,150000,498000
2490,7,14,17,-1,2,243000,0,243000
2491,5,20,18,-1,2,198000,0,198000
2492,16,15,19,-1,2,216000,15000,231000
2493,17,20,11,-1,2,243000,0,243000
2494,12,13,19,-1,2,237000,15000,252000
2495,7,9,20,-1,2,252000,0,252000
2496,6,19,17,12,2,348000,45000,393000
2497,16,10,8,-1,2,252000,0,252000
2498,11,9,18,-1,2,243000,0,243000
2499,5,12,8,-1,2,252000,0,252000
2500,19,15,16,-1,2,189000,15000,204000
2501,16,13,20,-1,2,225000,0,225000
2502,11,9,19,-1,2,252000,0,252000
2503,10,14,6,12,2,360000,345000,705000
2504,11,5,12,-1,2,300000,75000,375000
2505,12,16,15,-1,2,213000,15000,228000
2506,13,6,18,-1,1,216000,0,216000
2507,8,16,18,-1,2,252000,0,252000
2508,9,7,14,-1,2,234000,0,234000
2509,17,5,11,-1,1,207000,0,207000
2510,11,7,12,12,2,300000,60000,360000
2511,10,16,9,-1,2,246000,15000,261000
2512,6,13,11,-1,2,252000,0,252000
2513,14,11,9,-1,2,198000,0,198000
2514,18,16,6,-1,2,234000,0,234000
2515,8,10,11,-1,2,249000,15000,264000
2516,13,9,10,-1,2,234000,15000,249000
2517,6,9,17,11,2,360000,90000,450000
2518,16,5,11,-1,2,252000,15000,267000
2519,20,5,15,-1,1,207000,0,207000
2520,15,12,8,-1,2,243000,0,243000
2521,7,6,11,-1,2,264000,15000,279000
2522,5,9,16,-1,1,198000,0,198000
2523,20,5,12,-1,1,216000,0,216000
2524,11,6,16,12,2,348000,135000,483000
2525,10,15,17,-1,2,252000,0,252000
2526,16,17,15,-1,2,225000,30000,255000
2527,17,12,9,-1,2,252000,0,252000
2528,13,18,10,-1,2,234000,0,234000
2529,5,6,15,-1,2,264000,15000,279000
2530,6,18,8,-1,2,243000,0,243000
2531,18,7,10,13,2,348000,30000,378000
2532,6,9,14,-1,2,288000,15000,303000
2533,8,6,5,-1,2,279000,30000,309000
2534,18,5,16,-1,2,180000,0,180000
2535,9,10,15,-1,2,228000,15000,243000
2536,7,8,17,-1,2,255000,15000,270000
2537,8,14,11,-1,2,216000,0,216000
2538,18,15,8,11,2,360000,90000,450000
2539,8,7,10,-1,2,312000,60000,372000
2540,20,16,14,-1,2,162000,0,162000
2541,10,13,15,-1,2,288000,15000,303000
2542,7,11,20,-1,1,207000,0,207000
2543,9,17,19,-1,2,234000,0,234000
2544,6,12,14,-1,2,252000,0,252000
2545,12,13,9,12,2,300000,75000,375000
2546,6,10,20,-1,1,207000,0,207000
2547,16,7,5,-1,2,252000,0,252000
2548,13,5,15,-1,2,234000,0,234000
2549,8,6,12,-1,2,216000,0,216000
2550,19,10,6,-1,1,189000,0,189000
2551,5,17,19,-1,2,225000,0,225000
2552,15,19,9,11,2,360000,90000,450000
2553,9,19,16,-1,2,252000,0,252000
2554,9,13,20,-1,1,207000,0,207000
2555,5,13,9,-1,2,264000,30000,294000
2556,13,15,5,-1,2,252000,0,252000
2557,8,6,13,-1,2,216000,0,216000
2558,20,11,6,-1,1,189000,0,189000
2559,18,7,13,12,2,348000,75000,423000
2560,6,17,12,-1,2,252000,15000,267000
2561,17,6,5,-1,2,264000,15000,279000
2562,8,11,5,-1,2,252000,0,252000
2563,18,17,19,-1,2,162000,30000,192000
2564,5,11,7,-1,2,324000,60000,384000
2565,15,10,12,-1,2,189000,0,189000
2566,7,14,19,12,2,360000,75000,435000
2567,11,13,17,-1,2,252000,0,252000
2568,17,7,14,-1,2,252000,0,252000
2569,8,8,12,-1,1,198000,0,198000
2570,11,12,19,-1,2,165000,15000,180000
2571,19,7,18,-1,2,246000,15000,261000
2572,7,10,13,-1,2,252000,0,252000
2573,6,5,17,11,2,384000,195000,579000
2574,18,6,13,-1,1,216000,0,216000
2575,14,8,13,-1,2,264000,15000,279000
2576,16,13,10,-1,2,207000,0,207000
2577,19,10,12,-1,2,234000,0,234000
2578,17,9,19,-1,2,234000,0,234000
2579,9,16,18,-1,2,225000,0,225000
2580,8,10,9,13,2,372000,245000,617000
2581,12,14,9,-1,2,288000,15000,303000
2582,13,10,19,-1,2,207000,0,207000
2583,9,11,8,-1,2,288000,30000,318000
2584,5,7,8,-1,2,258000,15000,273000
2585,16,19,18,-1,2,132000,15000,147000
2586,10,18,16,-1,2,252000,0,252000
2587,13,18,9,11,2,372000,165000,537000
2588,5,20,14,-1,1,216000,0,216000
2589,5,8,6,-1,2,324000,105000,429000
2590,12,13,11,-1,2,216000,30000,246000
2591,7,13,10,-1,2,243000,0,243000
2592,7,5,18,-1,2,252000,0,252000
2593,10,19,9,-1,2,201000,15000,216000
2594,11,19,14,13,2,348000,105000,453000
2595,12,10,9,-1,2,300000,45000,345000
2596,19,8,18,-1,2,219000,15000,234000
2597,13,18,15,-1,2,198000,0,198000
2598,19,6,7,-1,2,264000,15000,279000
2599,13,20,11,-1,2,216000,0,216000
2600,17,10,9,-1,2,255000,15000,270000
2601,9,17,13,11,2,360000,150000,510000
2602,7,19,9,-1,2,252000,0,252000
2603,18,11,13,-1,2,216000,0,216000
2604,17,8,7,-1,2,264000,15000,279000
2605,11,6,8,-1,2,243000,0,243000
2606,12,18,20,-1,2,171000,0,171000
2607,6,17,13,-1,1,216000,0,216000
2608,17,11,12,13,2,360000,195000,555000
2609,7,13,16,-1,2,252000,0,252000
2610,13,11,8,-1,2,240000,0,240000
2611,19,17,10,-1,2,198000,0,198000
2612,10,8,19,-1,2,243000,0,243000
2613,8,6,12,-1,2,243000,0,243000
2614,9,17,8,-1,2,219000,15000,234000
2615,16,13,15,12,2,348000,120000,468000
2616,6,17,7,-1,2,264000,15000,279000
2617,15,18,19,-1,2,204000,15000,219000
2618,19,15,8,-1,1,216000,0,216000
2619,20,19,15,-1,2,228000,15000,243000
2620,12,16,5,-1,2,264000,30000,294000
2621,5,6,9,-1,2,312000,45000,357000
2622,5,12,5,11,2,288000,30000,318000
2623,20,9,14,-1,1,162000,0,162000
2624,20,18,11,-1,2,234000,0,234000
2625,18,16,8,-1,2,252000,0,252000
2626,11,18,5,-1,1,216000,0,216000
2627,19,5,18,-1,2,219000,15000,234000
2628,6,16,8,-1,2,252000,0,252000
2629,20,15,6,13,2,324000,30000,354000
2630,5,15,11,-1,2,264000,30000,294000
2631,18,16,9,-1,2,234000,0,234000
2632,14,10,17,-1,2,216000,0,216000
2633,10,7,20,-1,2,252000,0,252000
2634,19,16,13,-1,2,189000,0,189000
2635,15,11,12,-1,2,288000,15000,303000
2636,16,18,17,13,2,348000,45000,393000
2637,16,15,18,-1,2,252000,30000,282000
2638,7,13,10,-1,2,300000,30000,330000
2639,9,18,5,-1,1,207000,0,207000
2640,11,14,6,-1,2,243000,0,243000
2641,20,6,15,-1,1,189000,0,189000
2642,14,7,10,-1,2,252000,0,252000
2643,18,16,5,11,2,348000,45000,393000
2644,6,20,7,-1,2,264000,15000,279000
2645,18,11,9,-1,2,234000,0,234000
2646,15,8,9,-1,2,246000,15000,261000
2647,12,9,20,-1,2,216000,0,216000
2648,10,5,7,-1,2,288000,15000,303000
2649,8,12,19,-1,1,153000,0,153000
2650,11,10,7,12,2,384000,375000,759000
2651,16,20,7,-1,1,216000,0,216000
2652,6,13,12,-1,2,288000,45000,333000
2653,18,20,5,-1,2,216000,0,216000
2654,17,9,6,-1,2,252000,0,252000
2655,14,7,8,-1,2,246000,15000,261000
2656,12,17,5,-1,1,207000,0,207000
2657,18,17,12,13,2,348000,90000,438000
2658,13,10,8,-1,2,300000,30000,330000
2659,14,17,18,-1,2,186000,15000,201000
2660,19,5,9,-1,2,252000,15000,267000
2661,16,14,15,-1,2,225000,30000,255000
2662,5,7,8,-1,2,300000,45000,345000
2663,16,11,18,-1,2,171000,0,171000
2664,11,17,14,13,2,348000,165000,513000
2665,12,10,19,-1,1,207000,0,207000
2666,5,18,19,-1,2,228000,15000,243000
2667,13,10,6,-1,2,264000,15000,279000
2668,12,8,18,-1,1,180000,0,180000
2669,18,13,19,-1,2,219000,15000,234000
2670,17,11,16,-1,2,255000,15000,270000
2671,17,20,15,11,2,348000,45000,393000
2672,5,10,12,-1,2,252000,0,252000
2673,5,18,12,-1,1,189000,0,189000
2674,11,6,19,-1,1,207000,0,207000
2675,6,17,12,-1,1,216000,0,216000
2676,15,6,12,-1,2,252000,0,252000
2677,14,19,13,-1,2,183000,15000,198000
2678,11,8,10,12,2,384000,375000,759000
2679,17,11,19,-1,2,252000,0,252000
2680,14,16,15,-1,2,243000,30000,273000
2681,19,5,8,-1,2,252000,0,252000
2682,13,11,16,-1,2,216000,0,216000
2683,11,7,17,-1,1,216000,0,216000
2684,7,9,17,-1,2,252000,0,252000
2685,5,9,13,12,2,348000,315000,663000
2686,17,11,19,-1,2,252000,0,252000
2687,12,7,13,-1,2,264000,15000,279000
2688,13,11,10,-1,2,243000,30000,273000
2689,10,17,11,-1,2,219000,15000,234000
2690,20,9,12,-1,2,234000,0,234000
2691,19,12,20,-1,2,219000,15000,234000
2692,20,17,9,13,2,348000,60000,408000
2693,15,20,13,-1,1,189000,0,189000
2694,13,11,16,-1,2,234000,0,234000
2695,11,12,9,-1,2,267000,15000,282000
2696,7,9,12,-1,2,225000,0,225000
2697,11,18,8,-1,2,216000,0,216000
2698,8,13,15,-1,2,234000,0,234000
2699,15,13,8,11,2,360000,165000,525000
2700,14,11,6,-1,2,276000,30000,306000
2701,8,16,18,-1,2,234000,0,234000
2702,7,12,11,-1,2,246000,15000,261000
2703,18,8,10,-1,2,216000,0,216000
2704,11,16,8,-1,2,225000,0,225000
2705,12,9,15,-1,2,225000,0,225000
2706,12,16,13,11,2,360000,120000,480000
2707,9,18,16,-1,2,252000,0,252000
2708,19,16,14,-1,2,198000,0,198000
2709,14,19,20,-1,2,237000,15000,252000
2710,15,20,5,-1,1,216000,0,216000
2711,11,9,7,-1,2,300000,30000,330000
2712,7,12,20,-1,1,189000,0,189000
2713,11,7,14,12,2,360000,305000,665000
2714,11,14,5,-1,2,300000,45000,345000
2715,7,20,11,-1,1,198000,0,198000
2716,19,7,18,-1,2,237000,15000,252000
2717,15,14,18,-1,2,225000,15000,240000
2718,18,13,7,-1,1,216000,0,216000
2719,20,13,18,-1,2,216000,0,216000
2720,17,14,15,11,2,372000,135000,507000
2721,14,20,16,-1,1,171000,0,171000
2722,8,19,16,-1,2,252000,0,252000
2723,6,12,5,-1,2,300000,30000,330000
2724,6,18,16,-1,2,198000,0,198000
2725,19,18,20,-1,2,159000,30000,189000
2726,10,13,9,-1,2,252000,0,252000
2727,11,18,12,13,2,348000,135000,483000
2728,6,10,9,-1,2,300000,45000,345000
2729,19,5,7,-1,2,234000,0,234000
2730,19,7,14,-1,1,180000,0,180000
2731,16,9,8,-1,2,255000,15000,270000
2732,16,6,5,-1,2,264000,15000,279000
2733,15,10,17,-1,2,180000,0,180000
2734,17,13,8,11,2,372000,195000,567000
2735,19,10,12,-1,2,252000,0,252000
2736,13,7,11,-1,2,264000,15000,279000
2737,17,6,7,-1,2,246000,15000,261000
2738,8,6,9,-1,2,249000,15000,264000
2739,14,17,11,-1,2,162000,0,162000
2740,14,9,6,-1,2,288000,15000,303000
2741,6,16,8,11,2,360000,155000,515000
2742,8,20,18,-1,2,234000,0,234000
2743,8,18,12,-1,1,207000,0,207000
2744,20,14,19,-1,2,210000,15000,225000
2745,18,6,16,-1,2,252000,0,252000
2746,19,15,14,-1,2,210000,15000,225000
2747,14,6,8,-1,2,300000,30000,330000
2748,5,11,16,13,2,336000,120000,456000
2749,19,14,10,-1,1,216000,0,216000
2750,11,19,14,-1,2,243000,0,243000
2751,16,19,18,-1,2,213000,15000,228000
2752,13,20,6,-1,1,216000,0,216000
2753,15,7,6,-1,2,276000,30000,306000
2754,17,15,18,-1,2,204000,15000,219000
2755,20,9,7,12,2,396000,230000,626000
2756,5,20,13,-1,1,216000,0,216000
2757,18,20,12,-1,2,243000,0,243000
2758,12,15,7,-1,2,264000,15000,279000
2759,18,8,9,-1,2,246000,15000,261000
2760,17,10,6,-1,1,207000,0,207000
2761,14,13,9,-1,2,237000,15000,252000
2762,6,18,8,13,2,360000,155000,515000
2763,16,9,14,-1,2,252000,0,252000
2764,7,10,13,-1,2,252000,0,252000
2765,9,16,15,-1,2,228000,15000,243000
2766,17,11,9,-1,2,225000,0,225000
2767,17,5,18,-1,2,237000,15000,252000
2768,9,16,6,-1,2,252000,0,252000
2769,7,18,17,13,2,336000,45000,381000
2770,18,6,20,-1,2,252000,0,252000
2771,14,12,17,-1,2,216000,0,216000
2772,20,18,7,-1,2,243000,0,243000
2773,5,12,8,-1,2,288000,15000,303000
2774,18,16,8,-1,2,198000,0,198000
2775,18,11,17,-1,2,210000,15000,225000
2776,6,18,15,12,2,360000,90000,450000
2777,10,13,15,-1,2,288000,15000,303000
2778,17,11,16,-1,2,228000,15000,243000
2779,11,7,14,-1,2,264000,15000,279000
2780,8,12,10,-1,2,249000,0,249000
2781,13,9,8,-1,2,219000,15000,234000
2782,6,15,14,-1,2,255000,15000,270000
2783,10,16,15,13,2,336000,120000,456000
2784,15,9,12,-1,2,288000,15000,303000
2785,13,16,18,-1,2,204000,0,204000
2786,19,7,15,-1,1,216000,0,216000
2787,14,17,12,-1,2,225000,0,225000
2788,20,18,14,-1,2,207000,0,207000
2789,17,19,10,-1,2,252000,0,252000
2790,11,17,20,13,2,348000,90000,438000
2791,7,11,16,-1,1,216000,0,216000
2792,18,11,16,-1,2,198000,0,198000
2793,13,10,14,-1,2,258000,15000,273000
2794,8,12,16,-1,1,198000,0,198000
2795,12,6,10,-1,2,264000,15000,279000
2796,13,15,19,-1,2,171000,0,171000
2797,16,15,8,12,2,360000,195000,555000
2798,9,8,12,-1,2,252000,0,252000
2799,8,15,14,-1,2,228000,15000,243000
2800,12,13,6,-1,2,255000,15000,270000
2801,5,11,16,-1,1,198000,0,198000
2802,18,7,6,-1,2,255000,15000,270000
2803,10,17,19,-1,2,189000,0,189000
2804,5,12,19,13,2,348000,135000,483000
2805,8,17,9,-1,2,252000,0,252000
2806,8,20,5,-1,2,225000,0,225000
2807,14,5,17,-1,2,234000,0,234000
2808,10,11,12,-1,2,234000,30000,264000
2809,5,10,19,-1,1,216000,0,216000
2810,5,12,11,-1,2,264000,15000,279000
2811,11,9,7,13,2,348000,200000,548000
2812,18,6,15,-1,2,252000,0,252000
2813,19,20,17,-1,2,168000,15000,183000
2814,14,9,15,-1,2,276000,30000,306000
2815,6,14,12,-1,2,252000,0,252000
2816,16,17,13,-1,2,204000,15000,219000
2817,9,17,20,-1,2,252000,0,252000
2818,19,16,15,13,2,348000,60000,408000
2819,13,20,14,-1,2,255000,15000,270000
2820,18,9,12,-1,2,252000,0,252000
2821,19,15,9,-1,1,207000,0,207000
2822,16,9,19,-1,2,252000,0,252000
2823,9,8,14,-1,2,255000,15000,270000
2824,12,9,10,-1,2,252000,30000,282000
2825,20,13,17,12,2,312000,30000,342000
2826,20,10,6,-1,2,252000,15000,267000
2827,16,5,20,-1,1,216000,0,216000
2828,8,16,7,-1,2,264000,15000,279000
2829,10,18,8,-1,2,234000,0,234000
2830,12,14,7,-1,2,234000,0,234000
2831,11,15,13,-1,2,213000,0,213000
2832,5,14,17,12,2,348000,90000,438000
2833,19,20,14,-1,2,237000,15000,252000
2834,15,14,18,-1,2,261000,15000,276000
2835,20,6,16,-1,1,216000,0,216000
2836,19,12,8,-1,1,216000,0,216000
2837,13,18,11,-1,2,234000,0,234000
2838,5,17,16,-1,2,264000,15000,279000
2839,18,9,15,12,2,348000,90000,438000
2840,20,9,8,-1,2,264000,15000,279000
2841,18,7,19,-1,2,246000,15000,261000
2842,20,8,7,-1,2,264000,15000,279000
2843,17,5,9,-1,1,207000,0,207000
2844,20,13,19,-1,2,192000,15000,207000
2845,20,9,8,-1,2,264000,15000,279000
2846,15,6,12,13,2,348000,180000,528000
2847,7,11,13,-1,2,252000,0,252000
2848,9,5,13,-1,1,189000,0,189000
2849,12,10,15,-1,2,207000,0,207000
2850,10,18,14,-1,1,189000,0,189000
2851,7,13,9,-1,2,288000,15000,303000
2852,20,9,15,-1,1,171000,0,171000
2853,19,16,8,12,2,360000,190000,550000
2854,16,11,8,-1,1,216000,0,216000
2855,18,11,8,-1,2,225000,0,225000
2856,14,6,15,-1,2,264000,15000,279000
2857,16,13,6,-1,2,225000,0,225000
2858,14,6,16,-1,2,234000,0,234000
2859,9,11,6,-1,2,249000,0,249000
2860,8,18,20,11,2,312000,45000,357000
2861,18,18,17,-1,2,210000,15000,225000
2862,18,16,19,-1,2,186000,15000,201000
2863,20,10,19,-1,2,264000,15000,279000
2864,13,6,8,-1,2,252000,0,252000
2865,10,7,9,-1,2,258000,15000,273000
2866,10,9,7,-1,2,231000,15000,246000
2867,7,11,12,13,2,336000,135000,471000
2868,15,11,14,-1,2,258000,15000,273000
2869,19,16,13,-1,2,198000,0,198000
2870,8,17,18,-1,2,264000,15000,279000
2871,8,13,14,-1,2,264000,15000,279000
2872,20,16,11,-1,1,162000,0,162000
2873,16,6,16,-1,1,216000,0,216000
2874,10,11,7,13,2,348000,90000,438000
2875,5,8,9,-1,2,300000,45000,345000
2876,18,14,12,-1,2,171000,0,171000
2877,14,13,6,-1,2,264000,15000,279000
2878,7,5,11,-1,2,252000,0,252000
2879,7,13,18,-1,1,180000,0,180000
2880,12,19,14,-1,2,207000,0,207000
2881,7,16,13,12,2,360000,265000,625000
2882,18,19,10,-1,2,219000,15000,234000
2883,16,15,8,-1,2,255000,15000,270000
2884,5,19,17,-1,2,216000,0,216000
2885,13,10,7,-1,2,243000,0,243000
2886,12,15,9,-1,2,216000,0,216000
2887,18,8,9,-1,2,255000,15000,270000
2888,16,14,7,13,2,336000,90000,426000
2889,6,11,20,-1,1,216000,0,216000
2890,7,16,10,-1,2,288000,15000,303000
2891,10,19,15,-1,1,180000,0,180000
2892,11,8,16,-1,2,252000,0,252000
2893,6,20,15,-1,1,216000,0,216000
2894,17,9,19,-1,2,243000,0,243000
2895,10,9,13,13,2,324000,75000,399000
2896,7,18,6,-1,2,264000,15000,279000
2897,18,11,8,-1,2,207000,0,207000
2898,12,13,14,-1,2,234000,30000,264000
2899,11,19,10,-1,2,237000,15000,252000
2900,6,17,12,-1,1,216000,0,216000
2901,17,7,14,-1,2,252000,0,252000
2902,16,18,11,12,2,348000,90000,438000
2903,10,17,15,-1,2,252000,0,252000
2904,19,6,10,-1,1,216000,0,216000
2905,14,13,18,-1,2,219000,15000,234000
2906,12,20,15,-1,2,234000,0,234000
2907,6,7,8,-1,2,312000,60000,372000
2908,6,18,8,-1,2,225000,0,225000
2909,16,18,6,13,2,324000,15000,339000
2910,14,18,17,-1,2,240000,15000,255000
2911,7,11,15,-1,2,264000,30000,294000
2912,6,9,19,-1,2,252000,0,252000
2913,8,6,18,-1,2,234000,0,234000
2914,7,20,17,-1,2,198000,0,198000
2915,5,9,15,-1,1,216000,0,216000
2916,17,6,10,12,2,360000,300000,660000
2917,14,7,10,-1,2,300000,30000,330000
2918,20,17,5,-1,2,216000,0,216000
2919,8,17,6,-1,2,252000,0,252000
2920,16,6,18,-1,2,216000,0,216000
2921,20,17,6,-1,2,216000,0,216000
2922,15,14,19,-1,2,201000,15000,216000
2923,9,14,20,13,2,348000,235000,583000
2924,5,11,10,-1,2,276000,30000,306000
2925,5,11,8,-1,2,243000,0,243000
2926,18,6,7,-1,2,237000,15000,252000
2927,13,20,14,-1,2,174000,15000,189000
2928,14,15,10,-1,2,264000,15000,279000
2929,8,12,6,-1,2,252000,0,252000
2930,9,17,8,11,2,360000,90000,450000
2931,20,11,18,-1,2,234000,0,234000
2932,20,9,11,-1,2,243000,0,243000
2933,10,17,12,-1,2,216000,0,216000
2934,17,6,7,-1,2,264000,15000,279000
2935,17,13,14,-1,2,207000,15000,222000
2936,12,5,6,-1,2,300000,30000,330000
2937,20,11,8,12,2,300000,45000,345000
2938,20,7,15,-1,1,216000,0,216000
2939,5,10,14,-1,2,300000,45000,345000
2940,13,16,15,-1,2,204000,15000,219000
2941,18,9,16,-1,2,243000,0,243000
2942,10,16,9,-1,2,237000,15000,252000
2943,14,9,5,-1,1,216000,0,216000
2944,12,19,7,13,2,348000,90000,438000
2945,18,5,15,-1,2,264000,15000,279000
2946,7,20,5,-1,2,252000,0,252000
2947,9,5,16,-1,1,216000,0,216000
2948,11,16,5,-1,1,216000,0,216000
2949,12,16,20,-1,1,162000,0,162000
2950,18,7,10,-1,2,264000,15000,279000
2951,7,19,11,12,2,360000,300000,660000
2952,17,14,12,-1,2,234000,0,234000
2953,6,20,9,-1,2,252000,0,252000
2954,5,18,19,-1,2,210000,15000,225000
2955,20,7,15,-1,1,216000,0,216000
2956,13,15,19,-1,2,198000,0,198000
2957,14,15,16,-1,2,252000,30000,282000
2958,20,18,5,13,2,336000,90000,426000
2959,19,10,11,-1,2,237000,15000,252000
2960,8,19,14,-1,1,207000,0,207000
2961,18,11,18,-1,1,189000,0,189000
2962,14,12,6,-1,2,225000,0,225000
2963,12,10,11,-1,2,225000,30000,255000
2964,16,19,11,-1,2,198000,0,198000
2965,5,6,12,11,2,408000,335000,743000
2966,6,7,12,-1,2,312000,45000,357000
2967,18,19,16,-1,2,159000,15000,174000
2968,15,18,6,-1,2,252000,0,252000
2969,11,18,20,-1,2,234000,0,234000
2970,8,5,16,-1,2,252000,0,252000
2971,10,11,8,-1,2,258000,15000,273000
2972,11,16,6,13,2,324000,90000,414000
2973,14,20,19,-1,2,228000,15000,243000
2974,5,6,19,-1,2,276000,30000,306000
2975,7,15,19,-1,1,216000,0,216000
2976,5,20,10,-1,1,216000,0,216000
2977,11,12,5,-1,2,264000,15000,279000
2978,10,16,19,-1,2,198000,0,198000
2979,17,6,10,13,2,348000,340000,688000
2980,8,20,12,-1,1,216000,0,216000
2981,10,6,11,-1,2,264000,15000,279000
2982,10,18,13,-1,2,189000,0,189000
2983,6,13,12,-1,2,264000,15000,279000
2984,7,5,9,-1,2,276000,0,276000
2985,8,5,18,-1,2,207000,0,207000
2986,10,5,16,12,2,336000,120000,456000
2987,17,10,18,-1,2,255000,15000,270000
2988,7,13,18,-1,1,216000,0,216000
2989,9,14,8,-1,2,255000,15000,270000
2990,14,13,16,-1,2,216000,30000,246000
2991,5,19,12,-1,1,216000,0,216000
2992,16,17,18,-1,2,216000,30000,246000
2993,16,7,11,13,2,348000,385000,733000
2994,14,20,9,-1,1,207000,0,207000
2995,10,18,8,-1,2,252000,0,252000
2996,15,18,20,-1,2,195000,0,195000
2997,14,8,15,-1,2,276000,30000,306000
2998,5,9,20,-1,1,216000,0,216000
2999,6,15,20,-1,1,216000,0,216000
3000,19,7,14,12,2,360000,75000,435000
3001,8,5,17,-1,2,264000,15000,279000
3002,10,15,7,-1,2,252000,0,252000
3003,14,17,10,-1,2,216000,0,216000
3004,6,16,8,-1,2,252000,0,252000
3005,6,18,9,-1,2,243000,0,243000
3006,20,5,16,-1,1,180000,0,180000
3007,15,16,11,13,2,348000,165000,513000
3008,19,16,9,-1,2,225000,0,225000
3009,10,13,11,-1,2,252000,30000,282000
3010,7,20,15,-1,1,198000,0,198000
3011,20,19,7,-1,2,228000,15000,243000
3012,11,18,16,-1,2,225000,0,225000
3013,13,19,11,-1,2,225000,0,225000
3014,7,8,19,11,2,396000,285000,681000
3015,18,16,19,-1,2,222000,15000,237000
3016,18,20,19,-1,2,213000,30000,243000
3017,5,10,9,-1,2,276000,30000,306000
3018,19,16,12,-1,2,162000,0,162000
3019,9,20,14,-1,1,216000,0,216000
3020,11,6,14,-1,2,276000,30000,306000
3021,10,15,8,13,2,360000,160000,520000
3022,13,16,11,-1,2,243000,0,243000
3023,11,20,7,-1,1,216000,0,216000
3024,15,6,17,-1,2,252000,0,252000
3025,5,7,19,-1,2,243000,0,243000
3026,18,7,20,-1,2,189000,0,189000
3027,6,20,17,-1,2,234000,0,234000
3028,14,11,15,13,2,348000,135000,483000
3029,5,18,10,-1,2,252000,15000,267000
3030,6,16,16,-1,1,216000,0,216000
3031,16,19,10,-1,2,171000,0,171000
3032,9,8,14,-1,2,264000,15000,279000
3033,13,8,19,-1,1,189000,0,189000
3034,9,13,11,-1,2,267000,0,267000
3035,5,19,14,13,2,336000,60000,396000
3036,6,7,17,-1,2,264000,15000,279000
3037,19,6,9,-1,2,252000,0,252000
3038,13,20,10,-1,2,207000,0,207000
3039,13,5,14,-1,2,264000,15000,279000
3040,15,11,17,-1,2,198000,0,198000
3041,8,16,17,-1,2,264000,15000,279000
3042,8,7,15,13,2,372000,175000,547000
3043,10,13,14,-1,2,267000,15000,282000
3044,7,14,17,-1,2,243000,0,243000
3045,14,18,19,-1,2,183000,15000,198000
3046,11,19,16,-1,2,252000,0,252000
3047,11,5,18,-1,1,216000,0,216000
3048,14,10,8,-1,2,252000,0,252000
3049,13,9,18,12,2,360000,150000,510000
3050,5,15,17,-1,2,252000,0,252000
3051,8,8,14,-1,1,216000,0,216000
3052,8,17,18,-1,2,183000,15000,198000
3053,18,7,14,-1,1,207000,0,207000
3054,7,18,10,-1,2,252000,0,252000
3055,10,16,14,-1,2,207000,0,207000
3056,9,11,15,13,2,360000,135000,495000
3057,15,5,19,-1,1,216000,0,216000
3058,8,20,12,-1,1,216000,0,216000
3059,17,16,20,-1,2,243000,15000,258000
3060,19,8,6,-1,2,264000,15000,279000
3061,11,5,19,-1,1,216000,0,216000
3062,6,16,13,-1,2,252000,0,252000
3063,15,16,5,13,2,336000,60000,396000
3064,17,14,7,-1,2,264000,15000,279000
3065,16,9,16,-1,1,207000,0,207000
3066,15,8,12,-1,2,189000,0,189000
3067,12,19,20,-1,2,210000,15000,225000
3068,15,14,14,-1,2,219000,15000,234000
3069,20,12,13,-1,2,183000,15000,198000
3070,16,14,6,13,2,348000,150000,498000
3071,11,16,18,-1,2,234000,0,234000
3072,10,9,12,-1,2,252000,30000,282000
3073,8,10,11,-1,2,240000,15000,255000
3074,14,6,15,-1,2,237000,15000,252000
